,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff,results
179,AAT,0.04%,February11,1,Financial,2810000000.0,0.271691254477316,0.0001890638845907233,-0.00010305771926747792,-0.00034547554908688954,0.0025538190594278807,3-Hold ,BUY,,C,"American Assets Trust, Inc.",REIT - Retail,USA,59.78,46.38,134143.0,Today After Market EPS,3.0,29.38,9.6,-32.6,44.59,2.08,24.29,,8.01,19.93,5.3,,1.03,2.6,Feb 11/a,63.3,1.03,30.2,11.3,,1.6,3.7,3.8,276260.0,59170000.0,1.36,0.4,-9.15,99.5,-0.54,60840000.0,2.92,-2.33,1.65,-1.72,-0.02,0.54,4.91,2.5,1.31,1.33,1.16,-5.83,8.62,0.68,0.46,0.3,48.84,-0.71,-0.46,0.41,0.22,0.04,0
180,AB,0.86%,February11,1,Financial,3340000000.0,0.21222497933610746,0.002596830478432821,0.07691528767706284,0.10402924778750107,0.044106828194363366,2-Buy ,BUY,,B,AllianceBernstein Holding L.P.,Asset Management,USA,15.17,34.64,64075.0,Tomorrow Before Market EPS,7.74,22.4,7.9,2.1,11.9,2.3,,8349.09,13.63,1.96,7.8,,0.0,7.26,Feb 12/b,,0.0,100.0,89.1,,14.9,15.0,16.4,308930.0,89250000.0,1.85,0.6,0.0,19.4,0.59,96160000.0,5.34,25.24,9.52,17.45,4.48,14.77,13.87,2.0,0.56,1.51,1.54,-0.62,31.78,0.54,1.05,0.55,73.58,3.53,17.24,10.6,-0.79,0.86,0
181,ARCC,-0.57%,February11,1,Financial,8199999999.999999,0.3509364690630069,0.0002427753024676349,0.011927197785856457,0.03880341855886703,0.03997379420337287,2-Buy ,BUY,,A,Ares Capital Corporation,Diversified Investments,USA,11.05,19.19,572626.0,Tomorrow Before Market EPS,3.0,-3.2,4.42,12.5,10.49,1.11,,,5.52,3.68,,,,8.33,Feb 12/b,,,,,,,,,1860000.0,nan,,0.52,1.05,37.06,,427190000.0,1.14,3.5,2.62,3.45,1.86,2.95,16.59,2.0,0.84,0.89,0.66,-0.26,16.25,0.16,,0.0,60.05,1.12,4.25,2.08,-0.05,-0.57,0
182,BG,0.80%,February11,1,Consumer Goods,7680000000.0,0.08931046177998983,0.001842683043832949,0.04652172086571227,0.017341375280711172,0.003198009968605953,1-Strong Buy ,BUY,,D,Bunge Limited,Farm Products,USA,,55.05,621030.0,Tomorrow Before Market EPS,10.1,26.59,9.2,23.5,15.73,2.05,8.07,,0.18,,-5.7,1.5,1.72,3.66,Feb 12/b,0.9,1.22,-2.3,-3.2,0.7,-6.7,-26.2,5.9,833220.0,137120000.0,1.63,3.1,3.4,82.1,0.06,140510000.0,2.68,-4.46,-2.34,-1.41,3.17,-5.0,3.09,2.2,2.11,2.12,2.66,-7.51,16.74,1.2,1.0,0.46,55.19,1.84,0.15,0.12,0.46,0.8,0
183,CIGI,-1.14%,February11,1,Financial,3240000000.0,0.032780004573136734,0.04111827625929436,7.086657327211772e-05,0.02088047976912304,0.010367172355669224,3-Hold ,BUY,,B,Colliers International Group Inc.,Property Management,Canada,30.8,84.27,19310.0,Tomorrow Before Market EPS,20.0,10.25,47.8,49.1,16.58,7.27,31.87,12.32,1.08,1.54,3.8,0.8,1.35,0.12,Feb 12/b,35.6,1.34,7.2,3.6,0.8,4.3,25.8,14.0,46520.0,36520000.0,0.33,11.0,0.0,76.1,0.45,38990000.0,2.62,17.08,4.9,19.68,0.19,6.63,30.15,1.8,1.15,1.77,1.45,-1.49,39.46,1.39,1.61,0.34,64.45,1.93,17.78,7.5,0.77,-1.14,0
184,CIM,3.79%,February11,1,Financial,4000000000.0,,,0.0004100421398713176,-0.00042516410212556366,0.00018794378168725717,3-Hold ,HOLD,,A,Chimera Investment Corporation,Mortgage Investment,USA,36.18,21.31,248725.0,Tomorrow Before Market EPS,-0.5,1.61,2.1,-24.8,9.93,1.0,24.85,,2.91,,20.8,,5.74,9.39,Feb 12/b,40.2,1.99,13.2,8.1,,0.4,2.9,1.6,946450.0,184710000.0,3.59,1.1,0.0,53.8,-0.06,187600000.0,7.01,7.19,2.16,5.86,-0.23,3.65,11.28,2.7,0.71,0.81,0.82,-0.79,17.9,0.18,0.59,-0.05,57.96,0.56,7.69,1.95,0.19,3.79,1
185,CME,-2.55%,February11,1,Financial,76260000000.0,0.2104751093754333,0.2084344580468626,0.08455199887752175,-0.007821783999558345,0.002714091509866144,3-Hold ,BUY,,B,CME Group Inc.,Investment Brokerage - National,USA,37.49,212.6,416368.0,Tomorrow Before Market EPS,5.84,7.4,14.3,-51.0,29.07,2.85,59.11,138.43,15.36,6.42,8.0,1.0,0.15,1.59,Feb 12/b,,0.15,53.7,40.9,1.0,2.7,7.7,5.9,1300000.0,352770000.0,1.82,0.1,-14.19,89.8,-0.28,357400000.0,4.95,0.14,2.35,8.56,-0.56,6.3,21.23,2.5,0.88,1.6,1.78,-4.2,33.78,3.46,0.05,0.1,56.8,0.93,5.76,3.48,-0.37,-2.55,0
186,COWN,1.98%,February11,1,Financial,601390000.0,-0.09312004151693797,0.0039018343278647604,0.010066495660794315,0.012084314833308392,0.03179751178258277,5-Strong Sell ,BUY,,D,Cowen Inc.,Investment Brokerage - National,USA,30.34,17.02,31237.0,Tomorrow Before Market EPS,10.0,46.46,50.2,264.0,5.16,0.62,2.27,,0.58,3.03,24.1,,2.68,,Feb 12/b,72.9,0.55,-4.0,1.7,,0.4,2.2,-2.2,203700.0,26030000.0,17.1,4.3,0.0,94.8,-0.28,35210000.0,21.85,1.97,3.2,12.59,4.59,8.44,8.58,1.7,0.49,2.28,2.95,-7.19,25.76,0.41,1.28,0.47,63.67,3.62,7.45,6.74,-0.7,1.98,1
187,CSTE,-7.06%,February11,1,Industrial Goods,469060000.0,0.08945674541194291,,0.007979388522471709,0.004070985044108966,0.0021552791533849813,3-Hold ,STRONG BUY,,D,Caesarstone Ltd.,General Building Materials,Israel,32.3,13.99,22568.0,Tomorrow Before Market EPS,14.6,37.43,-17.0,-3.1,11.68,0.96,4.02,8.41,0.85,2.21,10.1,3.4,0.02,,Feb 12/b,27.2,0.02,5.1,2.6,2.2,2.2,3.0,5.8,96700.0,20450000.0,0.72,40.5,0.0,40.6,0.06,34490000.0,1.52,-16.29,-9.51,-14.2,3.82,-9.75,-12.45,1.0,0.63,3.07,4.04,-20.88,11.92,0.46,1.5,0.74,47.62,-1.44,-7.86,-5.27,2.12,-7.06,0
188,CVE,-5.16%,February11,1,Basic Materials,11290000000.0,0.110462733199321,0.0002584098050907154,0.11542704096346924,0.1142182538282405,0.05288287381129824,3-Hold ,BUY,,C,Cenovus Energy Inc.,Oil & Gas Drilling & Exploration,Canada,20.04,9.03,1642803.0,Tomorrow Before Market EPS,,-8.8,-36.4,-215.4,21.08,0.76,34.32,5.53,0.75,,2.2,1.1,0.46,2.12,Feb 12/b,55.1,0.42,-1.8,3.6,0.6,2.0,4.0,-4.3,3190000.0,1020000000.0,2.22,0.1,0.0,73.1,0.51,1260000000.0,7.09,4.92,-10.31,-2.61,3.82,-11.72,19.63,2.5,1.39,2.68,3.53,-16.36,25.17,0.29,1.14,1.12,47.06,-0.12,0.23,-4.03,-0.11,-5.16,0
189,CVS,-0.38%,February11,1,Healthcare,95370000000.0,0.1839289698018547,0.009798427832980192,-0.03844999923239811,-0.017259347890558274,-0.010669167737542012,3-Hold ,BUY,,C,CVS Health Corporation,Health Care Plans,USA,22.31,73.74,2111670.0,Tomorrow Before Market EPS,2.88,1.62,-16.8,-113.4,10.25,1.52,12.67,12.3,0.39,7.74,8.9,0.9,1.1,2.73,Feb 12/b,36.8,1.03,4.2,1.8,0.6,2.1,7.4,1.5,6280000.0,1300000000.0,1.58,0.1,-25.84,79.7,0.08,1300000000.0,3.27,23.55,0.54,2.05,9.44,-1.4,12.67,2.1,0.91,2.2,2.21,-4.32,42.51,1.63,0.91,0.79,57.32,2.41,16.32,0.62,-0.17,-0.38,0
190,CYBR,-12.73%,February11,1,Technology,5270000000.0,0.051068494050144055,0.00025118567342966947,-0.029200013685719263,-0.013070680764512337,0.033446067305173216,3-Hold ,BUY,,A,CyberArk Software Ltd.,Business Software & Services,Israel,79.97,137.71,330411.0,Tomorrow Before Market EPS,18.6,6.78,84.5,104.1,49.87,9.25,10.4,42.93,12.74,4.3,39.0,3.5,0.0,,Feb 12/b,85.7,0.0,16.2,16.1,3.5,8.8,12.8,9.1,593580.0,37160000.0,5.1,1.14,0.0,87.5,-0.18,37900000.0,3.19,17.27,3.13,27.04,0.03,19.21,56.21,2.0,1.51,2.89,3.08,-7.22,60.63,4.2,1.01,0.73,53.77,-1.09,13.16,6.9,-1.43,-12.73,0
191,ECOM,10.57%,February11,1,Technology,278980000.0,0.2253145112439857,,0.003171999125091437,-0.045947048272864784,-0.000896269997776306,2-Buy ,BUY,,D,ChannelAdvisor Corporation,Application Software,USA,,9.74,194714.0,Tomorrow Before Market EPS,8.0,28.19,28.6,55.4,18.43,2.95,5.79,43.59,2.15,,14.0,2.0,0.02,,Feb 12/b,77.3,0.0,-1.0,-1.0,2.0,-0.9,-1.5,-8.9,115560.0,26620000.0,0.28,2.4,-6.12,84.9,0.31,28940000.0,0.65,8.19,2.55,3.21,2.55,6.64,-11.56,2.3,4.56,2.55,2.45,-29.43,21.85,0.25,0.04,0.93,56.07,0.82,4.19,3.97,0.31,10.57,1
192,GOLD,1.17%,February11,1,Basic Materials,33130000000.000004,0.18527044710936025,-0.0005218076236945178,-0.08757266889537837,0.019575499372922425,0.0331481649672402,3-Hold ,BUY,,A,Barrick Gold Corporation,Gold,Channel Islands,41.42,18.45,4825573.0,Tomorrow Before Market EPS,20.25,39.88,32.8,-241.0,26.4,1.61,13.77,133.58,3.79,2.05,-10.4,3.0,0.28,1.09,Feb 12/b,25.6,0.27,44.5,15.9,1.8,4.2,9.4,-6.9,10720000.0,1750000000.0,1.58,0.1,0.0,72.1,-1.44,1800000000.0,2.58,1.6,4.72,12.65,0.82,-0.86,35.32,2.1,1.22,2.33,2.24,-7.92,58.63,0.45,-0.27,-0.33,55.74,1.55,11.48,3.29,0.6,1.17,0
193,GPN,0.03%,February11,1,Services,61770000000.0,0.6504066356358505,0.2121391170455484,0.007559178364014468,-0.003919052989373335,-0.00883060262498475,3-Hold ,BUY,,A,Global Payments Inc.,Business Services,USA,87.49,203.5,712689.0,Tomorrow Before Market EPS,19.77,22.51,9.8,35.2,27.05,1.3,29.03,40.38,16.24,4.43,5.7,1.2,0.34,0.38,Feb 12/b,64.7,0.32,20.0,10.6,1.2,1.8,4.1,6.5,1540000.0,298720000.0,1.61,0.5,-2.84,91.9,-0.19,301870000.0,3.12,27.84,6.93,21.1,3.32,12.09,78.1,1.8,1.26,1.73,2.02,-0.87,76.56,3.83,1.0,0.25,65.3,2.61,21.25,8.14,-0.77,0.03,0
194,IPG,5.35%,February11,1,Services,9050000000.0,0.1567943596432347,0.0033035426949936664,0.031025581542053263,0.04834964852062303,0.0389741110657269,3-Hold ,HOLD,,D,"The Interpublic Group of Companies, Inc.",Advertising Agencies,USA,13.87,23.11,1203778.0,Tomorrow Before Market EPS,5.2,5.41,21.3,14.0,11.65,3.63,17.39,11.95,0.89,2.67,6.4,1.0,1.46,4.06,Feb 12/b,14.9,1.36,10.0,6.4,1.0,4.1,27.2,12.2,2920000.0,385210000.0,7.02,0.2,-13.08,,0.24,390930000.0,9.26,9.25,0.0,2.16,1.67,0.26,4.75,2.7,1.12,1.72,1.9,-4.37,18.07,0.43,1.06,0.39,48.93,-1.15,4.42,0.42,-0.67,5.35,1
195,IQV,3.88%,February11,1,Healthcare,31730000000.0,0.038925554321394884,0.0001360639136172332,0.01793100161194161,0.019145401516652786,0.04386829269526061,3-Hold ,BUY,,C,IQVIA Holdings Inc.,Medical Laboratories & Research,USA,136.46,163.14,502527.0,Tomorrow Before Market EPS,14.55,13.81,-9.5,-23.0,22.05,5.07,34.49,47.5,2.92,9.38,15.3,1.1,1.88,,Feb 12/b,34.4,1.87,7.3,2.2,1.1,1.1,3.8,3.6,1270000.0,185080000.0,1.76,0.3,-8.77,93.3,0.67,198400000.0,2.56,2.52,0.27,16.03,3.01,3.51,24.16,1.7,1.07,1.51,1.76,-0.83,26.47,2.64,0.89,0.66,64.08,2.52,8.91,5.78,1.11,3.88,1
196,KALA,-4.46%,February11,1,Healthcare,236370000.0,0.1429535292097301,0.0019312911060426683,0.015762537506816443,0.009452608646824956,0.007308996816504988,1-Strong Buy ,BUY,,C,"Kala Pharmaceuticals, Inc.",Biotechnology,USA,,6.47,183421.0,Tomorrow Before Market EPS,32.8,22.1,-40.4,59.2,,5.19,2.42,,48.24,,,6.3,0.0,,Feb 12/b,74.2,1.65,,,5.9,-51.5,-134.0,,621950.0,33970000.0,15.44,1.38,0.0,83.9,3.62,36170000.0,8.43,30.18,38.45,76.15,0.69,77.1,0.38,1.7,0.81,11.21,8.99,-30.11,99.54,0.63,,2.07,55.91,0.63,30.29,27.23,-3.07,-4.46,0
197,LAD,-6.07%,February11,1,Services,3330000000.0,-0.18752046080356066,0.007375556007900741,0.010147021486773156,0.010402964194781816,0.04416394571571668,3-Hold ,BUY,,B,"Lithia Motors, Inc.",Auto Dealerships,USA,12.91,139.32,86174.0,Tomorrow Before Market EPS,4.8,9.74,20.5,-7.8,10.57,2.33,123.03,7.76,0.27,2.69,24.2,1.2,2.44,0.88,Feb 12/b,15.3,0.95,3.9,2.1,0.2,4.7,20.7,7.7,186870.0,22220000.0,11.75,1.6,-23.01,,-0.15,24450000.0,13.97,6.15,-1.82,-12.98,-2.45,-7.23,61.73,2.1,1.25,2.87,3.51,-15.89,74.31,4.32,1.11,1.56,44.92,-1.1,3.66,-6.03,0.37,-6.07,0
198,AER,5.17%,February12,1,Services,7980000000.0,0.2886205872424138,0.04833600631945957,-0.1338488751401504,-0.03849262671098008,0.01929845255093217,4-Sell ,BUY,,C,AerCap Holdings N.V.,"Air Services, Other",Netherlands,7.77,60.46,151809.0,Tomorrow Before Market EPS,6.57,-4.94,21.8,4.0,7.81,0.87,7.7,4.71,1.69,1.18,35.5,,3.19,,Feb 13/b,93.1,3.19,50.2,22.6,,2.4,11.9,5.2,833830.0,127690000.0,0.8,3.01,0.0,,-8.46,132910000.0,1.22,13.93,-0.81,-0.65,1.64,-2.33,29.98,2.1,0.5,1.96,1.79,-4.03,50.29,1.23,1.8,0.65,52.85,1.22,9.85,-0.38,-0.12,5.17,1
199,AGIO,3.73%,February12,1,Healthcare,3290000000.0,-0.12028637515010945,0.00021913852625792584,0.019550709181203274,0.02125344581976865,0.05430877418924258,3-Hold ,BUY,,D,"Agios Pharmaceuticals, Inc.",Biotechnology,USA,,48.17,88871.0,Tomorrow Before Market EPS,40.0,7.2,-16.4,10.8,,6.41,7.28,,29.26,,29.9,5.3,0.0,,Feb 13/b,98.5,0.0,,,5.2,-50.7,-70.1,,787290.0,59320000.0,15.04,2.9,25.67,96.2,1.27,67370000.0,11.34,14.13,1.1,45.59,-1.99,2.32,-9.65,1.8,0.31,3.82,3.2,-30.08,69.96,1.83,2.51,0.51,43.86,-5.49,11.17,0.55,-1.85,3.73,1
200,AIG,-3.15%,February12,1,Financial,47340000000.0,0.007653288541145491,,-0.06779553318963072,-0.0530290781844451,-0.0184070739036377,3-Hold ,BUY,,B,"American International Group, Inc.",Property & Casualty Insurance,USA,27.07,54.66,1370214.0,Tomorrow Before Market EPS,66.76,8.64,-63.4,-93.9,10.89,0.73,14.09,,0.93,0.41,-7.2,,0.54,2.35,Feb 13/b,,0.54,9.9,3.5,,0.3,2.9,1.6,4080000.0,868890000.0,1.89,0.1,-0.86,92.5,-2.0,869140000.0,4.02,-1.11,4.69,-2.58,7.54,6.12,26.53,2.3,0.96,1.74,1.76,-6.89,36.55,1.0,1.08,0.79,66.49,5.22,2.49,5.74,-0.51,-3.15,0
201,AIMC,6.37%,February12,1,Industrial Goods,2320000000.0,0.015032164099726028,0.0003945832386307302,0.0017646781311668747,0.004958245247204711,0.0007361322475844645,4-Sell ,BUY,,C,Altra Industrial Motion Corp.,Industrial Electrical Equipment,USA,26.6,35.33,99361.0,Tomorrow Before Market EPS,15.1,-3.89,-9.3,-38.7,12.87,1.21,13.82,15.87,1.25,1.76,10.2,2.1,0.87,1.94,Feb 13/b,35.0,0.86,10.2,4.6,1.4,2.0,4.5,1.9,297930.0,63850000.0,2.26,0.7,-3.72,,1.24,66319999.99999999,4.84,41.59,-2.89,4.48,1.83,-3.34,17.92,1.7,0.93,2.19,2.61,-7.55,47.63,0.81,2.0,1.54,50.98,0.52,10.31,0.55,-0.76,6.37,1
202,ALKS,-6.36%,February12,1,Healthcare,3040000000.0,0.2418510261839921,0.002449753745167982,0.00032211862890108023,0.004039314821739025,0.0015822620013037714,3-Hold ,HOLD,,D,Alkermes plc,Biotechnology,Ireland,,18.99,221624.0,Tomorrow Before Market EPS,29.5,-2.28,-56.5,-0.9,37.09,2.81,5.17,218.39,2.83,,20.4,2.7,0.26,,Feb 13/b,83.0,0.26,-15.4,-18.7,2.4,-11.3,-18.1,-7.7,1590000.0,156230000.0,3.41,0.6,-36.15,97.3,0.49,158930000.0,3.34,-11.41,-2.15,-5.02,9.02,-6.37,-39.13,2.7,0.38,4.24,5.25,-49.64,12.15,0.75,2.05,0.21,51.01,2.83,-10.72,-3.36,-0.68,-6.36,0
203,ARES,0.94%,February12,1,Financial,9440000000.0,-0.11409560251714927,0.005560911541319261,0.00027284276329737623,0.0011989343082253374,0.004289982382106245,2-Buy ,BUY,,A,Ares Management Corporation,Asset Management,USA,51.03,40.5,154702.0,Tomorrow Before Market EPS,19.01,26.75,-33.5,-52.5,20.98,9.63,12.97,,5.99,2.68,14.9,,17.16,3.18,Feb 13/b,,17.16,21.3,8.0,,1.2,36.4,0.7,457620.0,193190000.0,2.09,3.1,-43.23,67.8,0.61,234400000.0,8.82,45.87,11.18,27.45,5.64,12.8,89.19,2.1,0.93,2.49,2.25,0.54,90.65,1.0,1.64,0.6,72.83,8.47,35.31,13.96,0.22,0.94,0
204,AYR,-0.12%,February12,1,Services,2410000000.0,0.1364091866497412,0.00033675269670701316,0.0001455085791045955,0.0001452295521933896,0.001698746480098812,3-Hold ,HOLD,,A,Aircastle Limited,Rental & Leasing Services,USA,11.51,32.22,176379.0,Tomorrow Before Market EPS,3.04,17.68,51.2,72.5,12.27,1.17,9.48,,2.59,3.79,3.8,,2.55,3.98,Feb 13/b,97.4,2.55,41.4,15.3,,1.7,7.1,6.7,433790.0,51210000.0,1.3,1.7,0.0,61.1,1.77,74950000.0,1.53,56.49,0.41,-0.19,0.0,0.56,56.26,3.0,1.13,0.15,0.12,-0.75,72.97,0.05,1.47,0.09,66.81,0.33,28.65,0.46,0.02,-0.12,0
205,BABA,-0.88%,February12,1,Services,594480000000.0,0.3281615571052368,0.01675143562741661,0.010543433285807195,-0.03678362859740447,-0.03678362859740447,2-Buy ,BUY,,B,Alibaba Group Holding Limited,"Specialty Retail, Other",China,26.07,224.06,9076582.0,Tomorrow Before Market EPS,3.63,22.66,27.5,36.2,24.23,6.53,17.19,,9.32,7.18,48.3,1.4,0.24,,Feb 13/b,45.6,0.2,18.1,34.3,1.4,15.0,29.4,6.5,15280000.0,213510000.0,12.44,33.5,0.0,47.6,0.68,2740000000.0,1.74,36.34,-2.96,16.06,-2.54,2.41,29.72,1.6,1.61,2.13,2.24,-3.03,51.5,5.82,2.32,1.72,59.02,3.05,22.89,5.24,1.44,-0.88,0
206,BPMC,0.97%,February12,1,Healthcare,3420000000.0,0.823550899429912,0.0001443297296646051,0.008251234432100319,-0.005680600547334921,0.0021388655954832493,3-Hold ,BUY,,D,Blueprint Medicines Corporation,Biotechnology,USA,,64.46,179058.0,Tomorrow Before Market EPS,22.27,-14.8,-42.4,-37.6,,5.98,6.92,,213.46,,,5.5,0.0,,Feb 13/b,,0.0,,,5.5,-55.0,-77.3,-59.0,699030.0,52650000.0,7.02,0.4,-28.65,96.5,0.3,54160000.0,5.28,-29.23,-23.3,-13.92,-1.38,-21.28,-13.06,1.7,0.71,4.77,4.03,-37.23,6.67,3.12,1.58,0.95,41.21,-5.34,-19.32,-12.93,1.54,0.97,0
207,BRG,-2.56%,February12,1,Financial,267279999.99999997,0.4127885331867479,0.0006424592663409255,0.00031557190641251514,0.0005920197777413705,0.007252503768161962,3-Hold ,BUY,,B,"Bluerock Residential Growth REIT, Inc.",REIT - Residential,USA,,11.77,31386.0,Tomorrow Before Market EPS,10.0,-181.4,7.9,-0.3,,4.09,6.24,8.17,1.29,,72.6,,19.51,5.51,Feb 13/b,61.8,19.51,14.4,-9.0,,-0.9,-28.0,2.0,168100.0,22260000.0,1.9,0.41,0.0,63.1,-0.46,22670000.0,2.51,-3.28,-1.26,1.55,1.2,-2.16,16.73,1.7,0.54,1.96,1.78,-6.99,17.35,0.23,0.47,0.08,47.05,-1.06,-0.5,-1.4,-0.25,-2.56,0
208,BWA,0.91%,February12,1,Consumer Goods,7080000000.0,-0.14659764937303926,0.03370677796244438,0.00893828693131127,-0.009845516156855336,0.010791310967088066,3-Hold ,BUY,,D,BorgWarner Inc.,Auto Parts,USA,9.0,34.04,1381626.0,Tomorrow Before Market EPS,-0.51,0.83,10.2,30.0,8.5,1.57,7.73,9.37,0.7,,7.2,1.6,0.47,1.99,Feb 13/b,20.6,0.37,10.7,7.4,1.3,7.4,17.4,15.2,1890000.0,204970000.0,3.14,0.74,0.0,95.6,-0.43,207660000.0,3.4,3.3,-17.65,-26.34,-0.93,-21.37,-12.13,2.2,1.98,2.51,2.64,-27.0,10.77,1.03,1.84,1.26,25.86,-8.55,-12.92,-16.66,-1.51,0.91,0
209,CBB,-1.99%,February12,1,Technology,654400000.0,0.15004030728284434,0.001512569857628218,-0.006614224409531744,-0.0022940834233881545,-0.0073025073718972515,3-Hold ,HOLD,,B,Cincinnati Bell Inc.,Telecom Services - Domestic,USA,,13.04,35913.0,Tomorrow Before Market EPS,35.8,48.3,1.1,-301.8,,,100.68,19.48,0.42,,5.1,0.8,,,Feb 13/b,49.1,,5.3,-5.6,0.6,-3.2,37.0,4.2,898800.0,47560000.0,18.51,1.9,-7.5,,0.92,50300000.0,9.8,168.25,21.14,140.48,-0.69,24.26,56.18,3.0,0.11,2.56,2.12,-6.92,308.78,0.35,1.34,0.69,69.02,3.5,94.03,26.88,-0.46,-1.99,0
210,CX,-1.94%,February12,1,Industrial Goods,6560000000.0,0.030566293037346832,0.0002630438530104584,0.017736272547608678,0.017736272547608678,-0.042368280076516385,2-Buy ,BUY,,D,"CEMEX, S.A.B. de C.V.",Cement,Mexico,31.99,4.11,12415936.0,Tomorrow Before Market EPS,,12.37,22.7,-11.7,13.68,0.68,14.55,0.37,0.48,,7.8,0.7,1.0,2.3,Feb 13/b,33.0,0.92,33.8,-2.6,0.5,-0.2,-0.7,5.9,6080000.0,461450000.0,2.12,60.0,0.0,32.3,-0.7,1510000000.0,1.61,43.56,13.58,13.58,1.64,15.08,-11.22,2.4,5.51,3.61,3.24,-20.08,45.39,0.14,1.28,-5.29,50.43,-1.28,4.95,4.78,-0.49,-1.94,0
211,DAN,4.27%,February12,1,Consumer Goods,2410000000.0,0.3598826736311561,0.1543055704595255,0.00935524308465574,0.03137741078198815,0.016368009889666954,3-Hold ,BUY,,D,Dana Incorporated,Auto Parts,USA,9.79,16.74,545584.0,Tomorrow Before Market EPS,3.56,1.23,106.5,47.1,5.35,1.31,5.71,13.93,0.28,2.75,3.8,1.6,1.38,2.46,Feb 13/b,13.5,1.31,3.5,2.8,1.0,3.5,15.3,16.0,1180000.0,143220000.0,2.66,0.2,-31.27,98.8,-0.61,148350000.0,3.24,20.3,-1.87,-8.87,-0.49,-10.77,-2.87,1.9,1.26,3.15,3.19,-20.32,44.34,0.57,2.33,2.52,50.52,2.48,2.06,-2.84,0.3,4.27,1
212,DAVA,13.09%,February12,1,Technology,2580000000.0,0.23802411640229235,0.0013196816500047654,0.002245835637950222,0.0038422867061550883,0.03478006351724616,3-Hold ,BUY,,A,Endava plc,Business Software & Services,United Kingdom,55.45,47.3,43849.0,Tomorrow Before Market EPS,0.23,17.96,,33.9,35.33,10.62,23.69,48.96,6.57,242.15,,2.4,0.21,,Feb 13/b,34.9,0.16,13.1,12.0,,16.1,22.3,16.2,102280.0,15190000.0,0.38,2.65,0.0,88.3,1.48,53980000.0,0.56,28.95,4.07,19.56,1.55,2.58,98.84,2.4,1.18,3.62,3.79,-4.38,105.22,1.6,,0.42,55.35,2.0,17.54,1.67,-0.9,13.09,1
213,DLPH,0.91%,February12,1,Consumer Goods,1320000000.0,0.04481183989758263,0.0011408115721808696,0.0006437445304722393,-0.004307122973442325,-0.002678410636652492,3-Hold ,HOLD,,C,Delphi Technologies PLC,Auto Parts,United Kingdom,7.06,15.13,611232.0,Tomorrow Before Market EPS,,-12.68,,23.0,7.54,3.67,12.66,,0.29,,2.0,1.3,4.2,,Feb 13/b,15.5,4.08,5.6,4.3,0.9,5.0,56.4,24.4,2040000.0,85790000.0,7.39,0.32,-2.62,,4.29,86770000.0,3.11,2.5,33.66,11.87,-1.24,18.24,-10.97,2.8,0.81,4.0,2.66,-43.64,58.85,0.67,,1.52,62.49,14.57,-0.59,16.9,-1.85,0.91,0
214,DUK,1.38%,February12,1,Utilities,74000000000.0,0.09850794832293884,0.039789353977539584,0.012720154224249805,-0.008752850618717882,-0.016735512842678872,2-Buy ,HOLD,,B,Duke Energy Corporation,Electric Utilities,USA,20.04,97.93,1128545.0,Tomorrow Before Market EPS,4.61,2.65,0.6,-10.7,18.81,1.59,181.82,,2.95,4.34,1.5,0.7,1.36,3.9,Feb 13/b,69.8,1.23,21.8,14.0,0.5,2.3,8.0,4.2,3810000.0,757280000.0,5.13,0.07,-5.18,59.4,0.2,762980000.0,10.22,8.37,7.24,7.83,0.4,6.34,7.56,2.7,0.81,1.02,0.91,-0.11,16.21,0.97,0.15,-0.01,72.51,2.28,7.65,6.13,0.99,1.38,0
215,EEX,-4.18%,February12,1,Services,768290000.0,0.34452196447195355,0.008363413942424814,0.0009378864756399707,-0.07921638400130178,-0.04692446877072598,3-Hold ,HOLD,,F,"Emerald Expositions Events, Inc.",Business Services,USA,,10.46,7367.0,Tomorrow Before Market EPS,-10.31,0.99,,-184.3,11.39,1.05,56.49,11.89,2.06,,,0.5,0.74,2.87,Feb 13/b,67.2,0.73,-17.8,-19.2,0.5,-4.6,-9.9,0.3,97510.0,23830000.0,2.2,0.4,0.0,,0.6,73450000.0,5.38,9.87,-0.38,3.98,-0.85,-0.85,-27.11,3.0,0.2,2.24,2.34,-28.16,14.69,0.24,,0.86,49.77,-0.96,-1.2,0.54,-0.85,-4.18,0
