results,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff
4,CLBS,3.06%,5-Mar,1,Healthcare,25.60M,0.042163976,0.00066744,0.004856177,0.002491013,0.003436709,3-Hold ,BUY,,C,"Caladrius Biosciences, Inc.",Biotechnology,USA,,2.45,"3,624",Today After Market EPS,,29.30%,38.50%,6.40%,,1.02,0.88,,,,,5.1,0,,Mar 05/a,,0,,,5.1,-46.70%,-56.30%,,28.96K,9.01M,0.06%,5.20%,0.00%,18.20%,0.11%,10.31M,0.18,11.84%,-15.84%,-4.51%,-11.33%,-1.08%,-37.93%,2,0.33,6.80%,7.17%,-41.67%,22.50%,0.19,1.6,-0.52%,37.16,-12.61%,-6.72%,-13.25%,-0.81%,3.06
3,COO,0.80%,5-Mar,1,Healthcare,16.82B,0.249649315,0.000427857,0.000253383,0.002831868,0.003305804,3-Hold ,BUY,,B,"The Cooper Companies, Inc.",Medical Instruments & Supplies,USA,36.57,324.79,"119,841",Today After Market EPS,10.00%,11.54%,10.80%,29.20%,23.65,4.6,188.94,40.08,6.34,3.66,9.10%,1,0.5,0.02%,Mar 05/a,66.20%,0.35,20.60%,17.60%,0.6,7.50%,13.10%,9.70%,290.97K,48.89M,2.01%,0.30%,-9.18%,,0.09%,49.73M,3.38,12.89%,-2.34%,8.45%,0.84%,5.24%,16.51%,1.9,1.11,2.25%,4.03%,-10.75%,17.18%,8.94,0.89,-2.45%,39.52,-5.59%,2.23%,-4.30%,-1.06%,0.8
2,COST,-2.12%,5-Mar,1,Services,147.73B,-0.488124725,0.320141799,-0.071710638,-0.08165514,-0.071412264,2-Buy ,BUY,,B,Costco Wholesale Corporation,"Discount, Variety Stores",USA,39.02,320.93,"2,235,717",Today After Market EPS,5.88%,7.93%,11.40%,11.90%,34.44,8.93,14.74,67.52,0.96,6.63,6.30%,1,0.45,0.81%,Mar 05/a,13.00%,0.35,3.10%,2.40%,0.5,8.10%,25.10%,15.80%,2.35M,440.75M,1.13%,0.20%,-5.13%,71.80%,-1.03%,460.60M,2.12,9.82%,6.21%,7.85%,4.92%,9.12%,45.91%,2.3,2.57,2.43%,5.17%,-1.04%,48.87%,9.46,0.88,-1.58%,58.15,3.31%,11.72%,5.47%,1.97%,-2.12
5,CRD-B,6.43%,5-Mar,1,Financial,384.90M,0.000291578,0.109724986,0.000971264,0.00251241,0.001999396,,BUY,,,Crawford & Company,Insurance Brokers,USA,10.64,6.85,277,Today After Market EPS,10.00%,32.14%,-10.40%,-4.50%,8.46,2.23,8.35,6.62,0.36,1.06,-2.20%,1.3,1.15,2.92%,Mar 05/a,28.80%,0.95,6.10%,3.00%,1.3,4.10%,19.30%,10.90%,12.48K,26.39M,0.11%,,,33.20%,-0.36%,56.19M,2.39,-23.89%,-16.36%,-32.11%,-7.06%,-32.51%,-34.45%,2,0.06,2.31%,3.01%,-36.52%,1.63%,0.25,1.13,1.02%,22.7,-12.84%,-25.90%,-21.92%,-1.01%,6.43
0,CRVS,-14.33%,5-Mar,1,Healthcare,109.86M,0.249744047,0.000949819,0.005020156,0.001973829,0.00145768,3-Hold ,STRONG BUY,,B,"Corvus Pharmaceuticals, Inc.",Biotechnology,USA,,3.71,"44,436",Today After Market EPS,,13.00%,,37.20%,,1.41,1.27,,,,,9.2,0,,Mar 05/a,,0,,,9.2,-43.30%,-48.40%,,209.43K,24.35M,5.47%,6.07%,0.88%,71.80%,-9.20%,28.46M,6.36,11.88%,-33.68%,21.77%,4.04%,-29.04%,-15.35%,1.5,0.57,10.84%,11.79%,-54.07%,47.04%,0.45,1.63,-1.81%,42.39,-11.60%,-7.71%,-22.30%,-1.85%,-14.33
5,CTSO,8.42%,5-Mar,1,Healthcare,183.84M,0.08480738,0.026966085,0.019339401,0.102511054,0.045765265,,BUY,,C,Cytosorbents Corporation,Medical Laboratories & Research,USA,,5.54,"251,939",Today After Market EPS,,34.40%,5.60%,-75.90%,,27.05,11.49,,7.79,,56.20%,2.4,2.24,,Mar 05/a,68.80%,1.78,-81.10%,-87.80%,2.2,-67.70%,-165.00%,-55.60%,376.39K,28.87M,9.38%,2.90%,2.23%,28.30%,5.09%,32.37M,7.19,31.18%,10.94%,47.92%,0.71%,47.53%,-28.73%,2,1.86,10.04%,18.17%,-32.37%,61.60%,0.63,1.21,-0.35%,54.29,1.37%,7.12%,17.20%,-0.35%,8.42
5,CYRX,6.10%,5-Mar,1,Consumer Goods,636.42M,0.120079669,0.005127782,-0.001554929,-0.000774588,0.0527151,,STRONG BUY,,B,"Cryoport, Inc.",Packaging & Containers,USA,,17.3,"53,712",Today After Market EPS,,70.00%,41.20%,1.40%,,5.77,6.81,,20.94,,49.10%,17.9,0.13,,Mar 05/a,50.10%,0.13,-62.20%,-64.60%,17.8,-20.40%,-26.50%,-16.30%,384.51K,35.35M,25.67%,1.20%,,84.10%,7.85%,35.67M,23.6,-14.40%,-2.94%,17.52%,5.75%,8.38%,51.06%,1.5,0.38,5.42%,6.52%,-30.58%,76.35%,0.97,0.82,-2.19%,46.88,-4.02%,-1.66%,-3.35%,-0.46%,6.1
1,DNN,-3.87%,5-Mar,1,Basic Materials,193.15M,0.441123861,8.26E-05,0.001381383,0.009738458,0.010889771,3-Hold ,BUY,,D,Denison Mines Corp.,Industrial Metals & Minerals,Canada,,0.34,"160,165",Today After Market EPS,,33.30%,22.50%,-51.90%,,1.33,,,16.37,,8.40%,1.3,0,,Mar 05/a,11.40%,0,,,1.1,-9.90%,-14.10%,-12.00%,604.34K,528.97M,2.11%,12.00%,0.00%,7.30%,-12.46%,556.63M,18.43,-23.21%,-0.57%,-17.36%,-1.73%,-16.39%,-31.84%,2.3,0.7,7.76%,11.72%,-42.80%,8.35%,0.03,1.12,2.33%,40.65,-7.28%,-25.04%,-11.75%,-5.41%,-3.87
5,DRAD,126.33%,5-Mar,1,Healthcare,6.36M,0.432596928,0.002109097,0.000664924,0.000450299,0.000488476,,BUY,,D,Digirad Corporation,Medical Appliances & Equipment,USA,,3.19,"3,627",Tomorrow Before Market EPS,16.00%,,42.89%,83.80%,27.17,0.31,4.24,9.08,0.06,,16.10%,1.1,1.1,67.48%,Mar 06/b,17.20%,0.87,-4.90%,-5.70%,0.8,-9.40%,-25.10%,-8.40%,38.67K,1.84M,7.79%,5.40%,265.63%,26.10%,-19.34%,1.95M,3.71,-27.56%,17.27%,7.59%,30.80%,25.38%,-55.57%,2,0.25,10.81%,14.61%,-72.02%,40.53%,0.28,2.26,-3.07%,58.49,9.23%,-27.02%,10.50%,0.95%,126.33
0,DS,-15.25%,5-Mar,1,Financial,188.61M,-0.312705496,0.00192642,0.004416272,0.003026171,-0.026728135,3-Hold ,BUY,,D,Drive Shack Inc.,REIT - Diversified,USA,,2.53,"203,219",Today After Market EPS,8.10%,20.90%,-17.40%,6.30%,,7.94,7.61,,0.7,,8.00%,0.9,3.25,,Mar 05/a,94.40%,2.97,-21.80%,-18.10%,0.9,-9.40%,-108.60%,-20.80%,407.73K,59.87M,11.68%,1.10%,263.60%,66.30%,3.79%,71.99M,17.15,-39.21%,-26.40%,-31.23%,-11.49%,-28.42%,-43.66%,2,1.33,5.51%,10.75%,-54.98%,0.39%,0.18,1.59,-0.76%,19.65,-21.96%,-40.30%,-30.00%,-2.69%,-15.25
0,DZSI,-15.97%,5-Mar,1,Technology,172.07M,0.016983439,0.00060724,0.005811424,-0.086746008,-0.06171479,3-Hold ,BUY,,C,"DASAN Zhone Solutions, Inc.",Communication Equipment,USA,,7.75,"4,296",Today After Market EPS,20.00%,24.18%,-24.00%,-57.40%,16.17,1.49,3.59,,0.57,,18.20%,2.2,0.47,,Mar 05/a,32.20%,0.17,-0.30%,-1.30%,1.8,-1.60%,-3.90%,4.40%,54.64K,11.73M,2.53%,0.50%,19.96%,23.80%,5.96%,21.59M,5.43,-23.44%,-8.18%,0.89%,-0.99%,-10.05%,-26.41%,2,0.21,5.50%,7.19%,-45.85%,17.66%,0.47,0.17,-2.38%,35.47,-10.26%,-21.32%,-14.37%,-0.33%,-15.97
5,ERII,6.24%,5-Mar,1,Industrial Goods,542.31M,0.116739943,0.001968918,0.089941197,-0.099677227,0.004456708,3-Hold ,BUY,,B,"Energy Recovery, Inc.",Pollution & Treatment Controls,USA,39.68,9.57,"38,018",Today After Market EPS,20.00%,29.41%,53.70%,21.00%,44.91,4.03,6.05,,6.37,1.98,11.60%,4.3,0,,Mar 05/a,77.20%,0,15.00%,16.40%,4,7.60%,11.30%,18.20%,169.60K,37.31M,11.25%,2.70%,-16.70%,42.90%,3.62%,54.89M,24.75,8.21%,-3.61%,14.62%,-1.79%,0.92%,23.81%,2,0.6,3.29%,4.62%,-20.35%,24.22%,0.36,3.91,-2.23%,35.24,-8.26%,-2.39%,-6.12%,-0.72%,6.24
2,ESGR,-1.44%,5-Mar,1,Financial,3.88B,-0.087195164,0.000936797,0.009496085,0.005947062,0.072997191,,,,C,Enstar Group Limited,Property & Casualty Insurance,Bermuda,6.86,183.11,"8,671",Today After Market EPS,10.00%,11.76%,30.00%,628.20%,9.9,0.85,5.52,2.2,1.77,0.69,29.40%,,0.25,,Mar 05/a,,0.25,42.00%,41.10%,,4.90%,20.20%,15.40%,35.41K,14.62M,1.04%,0.60%,0.00%,87.40%,0.85%,20.65M,4.31,5.45%,-4.38%,-7.72%,2.17%,-9.07%,12.83%,,0.65,2.85%,5.75%,-14.43%,15.36%,6,0.75,-3.06%,40.26,-5.00%,-2.93%,-8.33%,0.43%,-1.44
1,ETON,-4.03%,5-Mar,1,Healthcare,103.48M,-0.170932028,0.000262599,0.000262255,0.00124716,0.001634591,2-Buy ,BUY,,D,"Eton Pharmaceuticals, Inc.",Biotechnology,USA,,5.68,"19,847",Today After Market EPS,,45.20%,,-299.40%,,8.42,8.77,,206.95,,,10.9,0,,Mar 05/a,,0,,,10.9,-200.70%,-223.50%,,69.24K,10.87M,2.37%,38.94%,0.00%,14.80%,15.41%,17.81M,3.72,10.46%,-13.15%,-8.21%,1.04%,-19.31%,-25.88%,2,0.76,5.75%,6.67%,-44.26%,11.21%,0.4,,-1.38%,35.9,-10.16%,-13.87%,-16.07%,-0.79%,-4.03
2,FNKO,-2.76%,5-Mar,1,Consumer Goods,371.23M,-0.092861713,0.037973917,-0.076797972,-0.069345075,-0.053636661,5-Strong Sell ,HOLD,,D,"Funko, Inc.",Toys & Games,USA,9.41,7.39,"282,775",Today After Market EPS,1.80%,-1.06%,,112.40%,8.04,1.08,27.5,6.36,0.46,5.23,,1.7,1.06,,Mar 05/a,37.50%,0.93,9.60%,2.70%,1.1,3.10%,11.70%,13.50%,1.08M,13.79M,35.84%,0.60%,13.86%,91.60%,0.37%,49.30M,4.57,-67.78%,-50.20%,-47.85%,-8.17%,-56.12%,-59.93%,3,0.71,6.45%,7.61%,-73.43%,1.79%,0.69,,-2.26%,20.01,-17.59%,-59.97%,-43.64%,0.68%,-2.76
5,FTK,11.33%,5-Mar,1,Basic Materials,80.37M,0.10520195,0.000197206,0.000801864,0.000621755,0.019187148,,BUY,,D,"Flotek Industries, Inc.",Oil & Gas Equipment & Services,USA,,1.33,"272,844",Today After Market EPS,10.00%,19.50%,-31.10%,-611.10%,,0.39,0.75,,0.56,,-13.70%,8.6,0,,Mar 05/a,-3.70%,0,,,7.3,,,-26.10%,445.62K,53.29M,9.88%,2.70%,27.22%,68.20%,-0.64%,57.41M,11.82,-30.00%,-17.65%,-15.66%,-16.17%,-30.00%,-55.84%,2,1.66,5.57%,7.35%,-66.96%,-2.93%,0.1,3.01,-1.43%,23.68,-23.85%,-42.30%,-26.03%,-3.99%,11.33
1,GLP,-5.57%,5-Mar,1,Services,542.92M,0.347141425,0.001785285,0.000760231,0.001920246,0.00163668,3-Hold ,HOLD,,B,Global Partners LP,Basic Materials Wholesale,USA,7.34,17.11,"72,829",Tomorrow Before Market EPS,-14.70%,0.88%,15.80%,174.30%,21.68,1.41,,3.18,0.04,,-8.30%,1.4,3.1,12.11%,Mar 06/b,5.60%,2.85,1.40%,0.60%,0.8,3.00%,19.10%,11.10%,117.92K,26.66M,0.05%,0.40%,0.00%,54.20%,1.51%,31.31M,0.11,-8.21%,-12.82%,-11.89%,-4.04%,-13.99%,-7.47%,3.5,1.65,2.83%,6.37%,-21.09%,1.61%,0.63,1,-0.35%,30.11,-9.82%,-14.02%,-12.99%,-1.27%,-5.57
3,HCI,1.03%,5-Mar,1,Financial,365.00M,0.109049789,0.000938949,0.00593117,-0.133473472,-0.065717784,3-Hold ,BUY,,C,"HCI Group, Inc.",Property & Casualty Insurance,USA,22.1,43.02,"6,702",Today After Market EPS,25.00%,40.87%,-16.10%,355.90%,11.88,1.81,1.7,11.13,1.57,0.88,-0.80%,,0.94,3.61%,Mar 05/a,,0.88,22.00%,10.90%,,3.20%,13.70%,8.30%,37.58K,6.14M,6.90%,18.00%,0.40%,62.10%,-2.18%,8.23M,11.26,7.65%,-1.42%,-3.25%,-1.14%,-2.85%,1.09%,2.3,0.47,2.55%,3.26%,-10.82%,17.16%,1.25,0.73,-1.69%,39.85,-5.41%,0.12%,-5.22%,-1.33%,1.03
0,HRB,-9.76%,5-Mar,1,Services,4.39B,0.296408278,0.001373351,0.038959252,0.046209113,0.035009598,2-Buy ,HOLD,,D,"H&R Block, Inc.",Personal Services,USA,10.86,21.13,"803,902",Today After Market EPS,10.00%,0.74%,3.50%,-27.80%,8.95,,17.91,16.71,1.41,1.09,0.50%,0.5,,4.76%,Mar 05/a,43.20%,,18.50%,13.20%,0.5,14.00%,303.60%,25.40%,3.45M,194.28M,17.93%,0.30%,0.00%,,-4.77%,200.91M,10.08,-9.85%,-2.93%,-9.14%,1.77%,-6.86%,-8.46%,3.1,0.63,3.44%,5.26%,-28.57%,5.05%,0.8,0.31,-3.89%,41.61,-4.97%,-15.75%,-8.40%,0.66%,-9.76
1,IDT,-5.99%,5-Mar,1,Technology,199.42M,0.152184249,0.024796477,0.001976049,0.015262132,0.008141535,,,,B,IDT Corporation,Diversified Communication Services,USA,222.22,7.91,"16,177",Today After Market EPS,,,10.25%,,,3.84,,,0.14,,,,,,Mar 05/a,,,,,,,,,97.19K,14.50M,3.36%,33.07%,-0.23%,47.16%,,24.93M,5.02,-8.15%,5.68%,10.34%,-1.11%,10.96%,34.91%,,0.46,4.11%,6.12%,-33.11%,40.43%,0.38,,-1.50%,48.59,-2.86%,-4.52%,3.13%,0.51%,-5.99
0,IMMR,-13.56%,5-Mar,1,Technology,250.06M,0.015596403,0.806212411,0.009644657,0.026927451,0.012539025,3-Hold ,STRONG BUY,,D,Immersion Corporation,Application Software,USA,,7.56,"62,747",Today After Market EPS,15.00%,146.50%,4.80%,255.90%,37.75,2.84,2.62,,7.06,,18.50%,8.2,0,,Mar 05/a,99.60%,0,-72.20%,-68.30%,8.2,-17.30%,-26.90%,52.90%,213.05K,31.15M,6.51%,0.40%,18.71%,81.90%,-0.42%,33.12M,9.51,-6.21%,1.89%,14.22%,0.80%,1.62%,-14.20%,1.5,0.8,3.64%,4.74%,-29.52%,18.28%,0.28,1.2,-2.25%,50.07,-0.73%,-1.44%,-0.68%,2.57%,-13.56
2,JYNT,-1.66%,5-Mar,1,Healthcare,215.11M,0.106287873,-0.685309663,0.00645728,0.109312307,-0.015616972,2-Buy ,BUY,,A,The Joint Corp.,Hospitals,USA,78.51,14.87,"9,505",Today After Market EPS,20.00%,49.30%,1.20%,-48.90%,48.14,56.7,27.58,39.83,4.93,3.93,39.80%,0.8,0.26,,Mar 05/a,88.20%,0,7.00%,6.60%,0.8,8.50%,122.80%,16.70%,116.58K,13.39M,12.59%,3.43%,-17.18%,76.80%,6.36%,14.05M,14.46,-10.57%,-6.48%,-18.04%,-0.20%,-5.14%,27.37%,2,0.26,4.41%,6.74%,-32.31%,25.82%,0.77,0.89,-2.09%,37.33,-7.83%,-16.26%,-8.58%,-1.56%,-1.66
2,KNSA,-0.76%,5-Mar,1,Healthcare,1.04B,0.078848639,0.000390931,-0.107939549,-0.041024318,-0.06210608,3-Hold ,BUY,,B,"Kiniksa Pharmaceuticals, Ltd.",Biotechnology,Bermuda,,19.83,"42,048",Today After Market EPS,,-10.00%,,-55.90%,,4.29,4,,,,,9.7,0,,Mar 05/a,,0,,,9.7,-54.10%,-61.10%,,251.48K,17.60M,7.37%,0.50%,-14.24%,83.90%,-0.98%,52.59M,5.16,137.35%,29.10%,94.28%,8.06%,78.12%,12.12%,1.7,0.45,5.57%,7.69%,-8.14%,294.21%,1,,-2.23%,69.08,9.67%,65.92%,27.00%,2.54%,-0.76
3,LOCO,0.59%,5-Mar,1,Services,476.15M,0.214293803,0.001835144,0.033644401,0.035714625,0.047128656,2-Buy ,,,C,"El Pollo Loco Holdings, Inc.",Restaurants,USA,,12.38,"150,776",Today After Market EPS,15.00%,9.29%,13.10%,-226.90%,16.7,2,39.35,26.75,1.08,,6.70%,0.3,0.42,,Mar 05/a,48.90%,0.42,0.50%,-0.50%,0.3,-0.30%,-0.80%,-1.80%,302.94K,17.87M,24.68%,0.10%,0.00%,98.80%,-0.71%,35.64M,14.56,32.94%,-1.33%,-17.68%,-1.47%,-11.76%,-11.64%,,1.36,3.68%,4.71%,-25.83%,28.65%,0.53,0.97,-0.90%,30.61,-12.13%,-1.26%,-14.49%,-6.72%,0.59
4,LUNA,3.78%,5-Mar,1,Technology,228.93M,0.279097205,0.003545545,0.00425857,0.000893625,-0.018868516,3-Hold ,BUY,,A,Luna Innovations Incorporated,Scientific & Technical Instruments,USA,88.77,7.02,"71,187",Today After Market EPS,,12.86%,15.70%,159.60%,30.34,3.14,10.7,381.55,3.54,,18.50%,3.5,0,,Mar 05/a,48.60%,0,3.00%,5.90%,2.9,4.70%,5.90%,1.30%,233.77K,28.23M,1.26%,10.60%,-4.84%,40.30%,17.73%,31.84M,1.53,13.05%,-12.85%,-0.42%,-5.27%,-1.37%,84.83%,1.7,0.81,5.63%,8.38%,-24.57%,85.49%,0.47,1.11,-3.34%,38.02,-14.05%,12.70%,-12.29%,1.15%,3.78
3,MBI,1.38%,5-Mar,1,Financial,702.66M,0.046870678,0.016599457,0.001928978,0.035630964,0.014262877,,BUY,,F,MBIA Inc.,Property & Casualty Insurance,USA,,8.05,"207,041",Today After Market EPS,10.00%,6.00%,-28.70%,-33.30%,,0.75,8.47,,2.67,,-23.00%,,5.73,,Mar 05/a,,5.73,-28.10%,,,-4.40%,-35.10%,-1.40%,656.59K,73.97M,11.23%,4.20%,-0.55%,85.50%,-4.00%,85.90M,12.65,-8.60%,-10.70%,-12.70%,-5.10%,-12.04%,-23.19%,2.2,0.86,2.86%,5.76%,-26.38%,6.15%,0.27,1.08,-2.81%,31.51,-10.37%,-13.78%,-11.91%,0.94%,1.38
5,MR,6.19%,5-Mar,1,Basic Materials,92.32M,0.431372372,0.00334363,0.001676971,0.013180268,0.006714366,5-Strong Sell ,BUY,,F,Montage Resources Corporation,Oil & Gas Drilling & Exploration,USA,1.41,2.86,"255,964",Today After Market EPS,25.90%,-59.06%,17.40%,91.20%,3.66,0.11,8.03,0.3,0.15,0.05,108.90%,0.5,0.64,,Mar 05/a,85.30%,0.64,10.70%,8.60%,0.5,3.00%,6.00%,7.70%,552.83K,17.64M,18.40%,0.70%,0.00%,84.00%,7.50%,31.40M,5.87,-4.23%,-12.76%,-41.20%,-7.55%,-62.97%,-83.01%,2.4,1.24,10.65%,14.36%,-84.01%,10.81%,0.36,2.01,-1.02%,29.31,-16.56%,-41.70%,-41.20%,-1.37%,6.19
3,MSN,0.50%,5-Mar,1,Consumer Goods,16.35M,0.089418784,,-0.325859512,-0.156086059,-0.100688899,,,,D,Emerson Radio Corp.,Electronic Equipment,USA,,0.81,"1,390",Today After Market EPS,,,-33.80%,18.00%,,0.5,0.47,,2.44,,-35.10%,30.9,0,,Mar 05/a,-6.30%,0,-68.80%,-49.20%,28.8,-8.10%,-9.70%,-9.30%,14.02K,5.80M,0.18%,72.44%,0.00%,10.20%,-5.91%,21.24M,0.76,-24.51%,-10.47%,-9.20%,-9.03%,-6.10%,-45.00%,,0.26,3.21%,5.01%,-41.41%,10.00%,0.03,0.11,0.00%,40.83,-4.47%,-15.06%,-4.86%,5.00%,0.5
0,MWK,-7.50%,5-Mar,1,Consumer Goods,67.48M,-0.010927173,-0.038772064,0.001227214,0.002264895,0.001994677,,BUY,,,"Mohawk Group Holdings, Inc.",Electronic Equipment,USA,,3.85,817,Today After Market EPS,,22.10%,,-38.00%,,2.95,1.89,,0.62,,,1.8,1.38,,Mar 05/a,40.80%,0.68,-29.10%,-33.10%,1.1,,,-89.60%,22.23K,8.04M,1.81%,12.80%,0.40%,12.00%,33.22%,17.71M,6.54,-53.54%,-16.26%,-34.87%,-0.40%,-35.31%,,1.7,0.37,9.00%,12.39%,-63.97%,22.08%,0.36,,-3.15%,40.51,-3.23%,-38.93%,-20.39%,4.88%,-7.5
2,NX,-1.86%,5-Mar,1,Industrial Goods,604.40M,-0.097655578,2.84E-05,0.000892757,-0.001714737,0.003304438,,HOLD,,C,Quanex Building Products Corporation,General Building Materials,USA,,16.89,"31,108",Today After Market EPS,15.00%,9.88%,-63.50%,-473.80%,14.77,1.75,19.56,9.92,0.68,,8.50%,1.7,0.48,1.82%,Mar 05/a,22.30%,0.47,-2.90%,-5.20%,1.1,-6.80%,-13.00%,-12.50%,319.00K,32.55M,3.92%,1.60%,-7.95%,,-2.54%,34.38M,4,4.27%,-1.46%,-7.03%,-1.95%,2.93%,3.23%,3,0.26,2.96%,4.28%,-17.04%,16.55%,0.56,1.12,-2.22%,38.76,-7.62%,-6.34%,-5.09%,-1.45%,-1.86
2,ODC,-0.13%,5-Mar,1,Basic Materials,250.74M,0.066603975,,0.095912129,0.072132759,0.032558968,,,,B,Oil-Dri Corporation of America,Specialty Chemicals,USA,15.74,31.12,250,Today After Market EPS,,,7.30%,0.20%,,1.66,,,0.89,,0.80%,2.9,0.02,3.15%,Mar 05/a,24.70%,0,,,2.1,,,6.00%,11.12K,5.15M,0.26%,0.90%,1.43%,71.20%,-0.95%,7.89M,1.21,5.30%,-11.10%,-10.43%,-4.36%,-12.33%,9.40%,,0.06,3.30%,5.86%,-19.79%,13.12%,1.29,1.17,-3.15%,34.63,-9.65%,-7.86%,-12.73%,1.10%,-0.13
2,OKTA,-0.39%,5-Mar,1,Technology,15.39B,0.462296123,0.303936565,-0.16035365,-0.067800153,-0.044542257,3-Hold ,BUY,,B,"Okta, Inc.",Technical & System Software,USA,,131.29,"742,999",Today After Market EPS,25.00%,22.90%,,11.80%,,39.21,11.27,606.03,28.82,,,3.2,2.33,,Mar 05/a,72.70%,2.08,-34.30%,-35.40%,3.2,-15.50%,-66.30%,-22.80%,1.45M,110.47M,7.24%,0.10%,-86.77%,82.20%,5.36%,117.20M,5.51,2.46%,1.54%,7.70%,2.75%,13.84%,63.95%,2.1,1.38,4.64%,6.40%,-7.74%,87.28%,6.46,,-1.10%,52.02,-0.46%,8.04%,3.10%,1.56%,-0.39
0,ONCY,-16.61%,5-Mar,1,Healthcare,67.95M,0.104616213,-0.011525883,0.006821929,0.005568351,-0.015436481,3-Hold ,,,,Oncolytics Biotech Inc.,Biotechnology,Canada,,2.34,"459,441",Today After Market EPS,,,16.90%,5.10%,,22.73,7.39,,,,,3.8,0.19,,Mar 05/a,,0.08,,,3.8,-117.90%,-387.60%,,1.74M,24.91M,4.11%,1.80%,0.00%,2.50%,204.03%,27.18M,0.59,316.67%,-11.97%,95.31%,8.23%,-47.48%,22.55%,,0.71,11.84%,16.30%,-60.96%,569.54%,0.31,2.61,-0.40%,42.64,-4.78%,49.57%,-19.24%,-5.62%,-16.61
3,AC,1.53%,9-Mar,1,Financial,907.82M,0.058898268,0.000727626,0.018683716,0.013260774,0.011326859,,,,C,"Associated Capital Group, Inc.",Asset Management,USA,22.57,39.78,"1,123",Today After Market EPS,,,-34.60%,-944.20%,,0.99,2.59,10.32,29,,2.20%,,0.03,0.51%,Mar 09/a,,0,-53.60%,-81.50%,,-2.60%,-2.90%,-0.20%,13.39K,3.31M,6.48%,0.60%,32.82%,83.90%,0.10%,23.20M,16,13.92%,-10.85%,8.63%,-4.91%,-0.18%,-11.59%,,0.16,5.33%,6.15%,-39.24%,23.83%,2.38,0.94,-2.22%,46.31,-4.71%,3.22%,-7.24%,3.96%,1.53
0,AKBA,-10.93%,9-Mar,1,Healthcare,1.12B,0.047188663,0.000249223,0.001265191,0.000782989,-0.003629575,3-Hold ,BUY,,B,"Akebia Therapeutics, Inc.",Biotechnology,USA,,8.56,"799,949",Tomorrow Before Market EPS,,26.50%,8.10%,-46.10%,,2.31,7.66,,3.43,,,1.3,0,,Mar 10/b,72.70%,0,-86.50%,-75.40%,0.8,-28.00%,-44.80%,-23.00%,1.41M,114.54M,6.87%,1.40%,7.71%,71.90%,-1.26%,123.15M,5.59,121.52%,10.09%,51.00%,2.14%,43.35%,26.01%,2.1,1.1,7.37%,7.52%,-18.66%,186.45%,0.64,1.42,-7.73%,47.61,-6.56%,59.64%,5.99%,2.45%,-10.93
2,ANAT,-2.21%,9-Mar,1,Financial,2.61B,0.354399552,0.119367169,0.022143174,-0.059430742,-0.045309466,,,,F,American National Insurance Company,Property & Casualty Insurance,USA,4.21,92.99,"11,229",Today After Market EPS,,,20.40%,290.50%,,0.44,5.78,6.59,0.72,,3.60%,,0.03,3.38%,Mar 09/a,,0.03,11.90%,17.00%,,2.20%,10.70%,4.40%,38.04K,20.56M,0.25%,23.53%,0.00%,64.10%,-0.70%,26.90M,1.33,-17.65%,-11.40%,-16.22%,-1.20%,-17.42%,-32.63%,,0.57,2.99%,3.98%,-35.84%,-1.60%,3.14,0.68,-4.81%,24.5,-11.92%,-19.99%,-16.05%,0.52%,-2.21
0,ASNA,-29.27%,9-Mar,1,Services,27.79M,-0.494084625,0.000355244,0.007489022,0.052865378,0.028699011,,HOLD,,F,"Ascena Retail Group, Inc.",Apparel Stores,USA,,2.68,"195,608",Today After Market EPS,22.00%,,-46.40%,-571.80%,,0.17,,,0.01,,2.80%,1.2,0,,Mar 09/a,55.60%,7.75,,,0.5,,,-44.60%,348.62K,8.79M,27.18%,6.60%,0.00%,65.90%,-14.26%,9.17M,6.85,-45.21%,-30.66%,-63.05%,-20.26%,-60.47%,-92.07%,3,1.09,13.36%,16.67%,-93.56%,2.67%,0.53,0.92,-10.89%,28.69,-36.33%,-68.53%,-51.20%,-0.37%,-29.27
